timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2026-04-06T00:00:00.000Z;""2026-04-06T23:59:59.999Z"";""2026-04-06T16:49:00.000Z"";""2026-04-06T23:08:00.000Z"";""2781"";68982.913469167;70305.4196705928;68347.0796078277;68859.8263950077;39542143228.74;1378040287744.35;20012384;""2026-04-06T23:59:59.999Z"""
"2026-04-05T00:00:00.000Z;""2026-04-05T23:59:59.999Z"";""2026-04-05T23:38:00.000Z"";""2026-04-05T06:18:00.000Z"";""2781"";67291.1954121127;69087.6560235339;66610.6352570417;68981.9007921881;22972648674.04;1380484960618.36;20011984;""2026-04-05T23:59:59.999Z"""
"2026-04-04T00:00:00.000Z;""2026-04-04T23:59:59.999Z"";""2026-04-04T19:16:00.000Z"";""2026-04-04T04:18:00.000Z"";""2781"";66938.6477110285;67515.0175187123;66769.6383776165;67290.5181488701;15878814963.14;1346597084077.54;20011490;""2026-04-04T23:59:59.999Z"""
"2026-04-03T00:00:00.000Z;""2026-04-03T23:59:59.999Z"";""2026-04-03T12:31:00.000Z"";""2026-04-03T02:43:00.000Z"";""2781"";66889.0123701346;67296.2321437084;66281.5413708288;66931.099247444;22815543346.49;1339517178105.83;20011118;""2026-04-03T23:59:59.999Z"""
"2026-04-02T00:00:00.000Z;""2026-04-02T23:59:59.999Z"";""2026-04-02T00:59:00.000Z"";""2026-04-02T13:36:00.000Z"";""2781"";68077.9004333994;68633.1476005835;65725.2568497465;66888.5721018824;39323384518;1338495290944.93;20010690;""2026-04-02T23:59:59.999Z"""
"2026-04-01T00:00:00.000Z;""2026-04-01T23:59:59.999Z"";""2026-04-01T07:11:00.000Z"";""2026-04-01T02:36:00.000Z"";""2781"";68232.8906602461;69230.3563256967;67555.3580158907;68078.5531589104;36465393616.75;1362256215614.84;20010256;""2026-04-01T23:59:59.999Z"""
"2026-03-31T00:00:00.000Z;""2026-03-31T23:59:59.999Z"";""2026-03-31T17:16:00.000Z"";""2026-03-31T09:58:00.000Z"";""2781"";66694.5868974747;68495.2715329758;65950.4397363917;68233.3155611907;42997691338.41;1365322810957.3;20009746;""2026-03-31T23:59:59.999Z"""
"2026-03-30T00:00:00.000Z;""2026-03-30T23:59:59.999Z"";""2026-03-30T13:23:00.000Z"";""2026-03-30T00:18:00.000Z"";""2781"";65958.3495258423;68087.2915838648;65759.8018473819;66691.4425240951;37694994180.04;1334512797942.69;20009312;""2026-03-30T23:59:59.999Z"""
"2026-03-29T00:00:00.000Z;""2026-03-29T23:59:59.999Z"";""2026-03-29T03:17:00.000Z"";""2026-03-29T22:51:00.000Z"";""2781"";66319.6918007053;67052.9542472237;64971.706029593;65954.9192574161;21645889784.82;1319754811327.83;20008912;""2026-03-29T23:59:59.999Z"""
"2026-03-28T00:00:00.000Z;""2026-03-28T23:59:59.999Z"";""2026-03-28T15:25:00.000Z"";""2026-03-28T02:31:00.000Z"";""2781"";66338.5005199611;67232.8580364171;65906.745704211;66319.6974511113;20924883455.2;1326953773171.98;20008443;""2026-03-28T23:59:59.999Z"""
"2026-03-27T00:00:00.000Z;""2026-03-27T23:59:59.999Z"";""2026-03-27T02:12:00.000Z"";""2026-03-27T18:25:00.000Z"";""2781"";68790.8348046103;69117.5309967598;65532.5691132184;66338.3712323883;46483453593.58;1327145021942.67;20005653;""2026-03-27T23:59:59.999Z"""
"2026-03-26T00:00:00.000Z;""2026-03-26T23:59:59.999Z"";""2026-03-26T00:50:00.000Z"";""2026-03-26T18:28:00.000Z"";""2781"";71310.1161640354;71410.3921155481;68118.3491384535;68791.6225102162;38962070215.3;1376026026602.52;20003043;""2026-03-26T23:59:59.999Z"""
"2026-03-25T00:00:00.000Z;""2026-03-25T23:59:59.999Z"";""2026-03-25T11:36:00.000Z"";""2026-03-25T03:17:00.000Z"";""2781"";70520.0479740438;71985.7443400234;70383.5970555375;71309.8802324984;35409791746.81;1426419319964.2;20003043;""2026-03-25T23:59:59.999Z"""
"2026-03-24T00:00:00.000Z;""2026-03-24T23:59:59.999Z"";""2026-03-24T08:00:00.000Z"";""2026-03-24T17:46:00.000Z"";""2781"";70912.6724228729;71371.3022191824;68920.6944215992;70517.8595482218;40181522399.46;1410615551986.87;20003043;""2026-03-24T23:59:59.999Z"""
"2026-03-23T00:00:00.000Z;""2026-03-23T23:59:59.999Z"";""2026-03-23T14:11:00.000Z"";""2026-03-23T00:42:00.000Z"";""2781"";67842.9965276703;71782.2571259657;67458.8453257102;70914.8629915279;51508669356.51;1418469235719.65;20003043;""2026-03-23T23:59:59.999Z"""
"2026-03-22T00:00:00.000Z;""2026-03-22T23:59:59.999Z"";""2026-03-22T03:37:00.000Z"";""2026-03-22T21:21:00.000Z"";""2781"";68737.4490684485;69561.776956947;67372.8737891374;67845.2139798662;30108051508.4;1357066376791.85;20003043;""2026-03-22T23:59:59.999Z"""
"2026-03-21T00:00:00.000Z;""2026-03-21T23:59:59.999Z"";""2026-03-21T14:13:00.000Z"";""2026-03-21T23:59:00.000Z"";""2781"";70522.4693606722;71051.2704293867;68602.9160106586;68711.5271735613;21109354717.61;1374958149426.49;20003043;""2026-03-21T23:59:59.999Z"""
"2026-03-20T00:00:00.000Z;""2026-03-20T23:59:59.999Z"";""2026-03-20T08:13:00.000Z"";""2026-03-20T17:38:00.000Z"";""2781"";69911.5281250733;71346.7983068919;69398.8832141247;70522.5839539436;38299078407.33;1410663987087.71;20003043;""2026-03-20T23:59:59.999Z"""
"2026-03-19T00:00:00.000Z;""2026-03-19T23:59:59.999Z"";""2026-03-19T03:20:00.000Z"";""2026-03-19T15:47:00.000Z"";""2781"";71250.3511959189;71598.847301536;68805.5247229895;69912.787776857;44631433398.47;1398443303281.55;20003043;""2026-03-19T23:59:59.999Z"""
"2026-03-18T00:00:00.000Z;""2026-03-18T23:59:59.999Z"";""2026-03-18T03:37:00.000Z"";""2026-03-18T20:12:00.000Z"";""2781"";73936.8505924493;74658.9789664408;70503.8568323131;71245.5785428252;46229011154.73;1425223838737.07;20003043;""2026-03-18T23:59:59.999Z"""
"2026-03-17T00:00:00.000Z;""2026-03-17T23:59:59.999Z"";""2026-03-17T01:36:00.000Z"";""2026-03-17T13:53:00.000Z"";""2781"";74855.2955507071;75988.4005176101;73444.2277093054;73922.4740106774;49500721728.03;1478962001685.34;20003043;""2026-03-17T23:59:59.999Z"""
"2026-03-16T00:00:00.000Z;""2026-03-16T23:59:59.999Z"";""2026-03-16T23:47:00.000Z"";""2026-03-16T01:15:00.000Z"";""2781"";72798.1698747055;74901.8576682633;72300.6292224037;74861.0836737225;55572438409.41;1497326210148.95;20002943;""2026-03-16T23:59:59.999Z"""
"2026-03-15T00:00:00.000Z;""2026-03-15T23:59:59.999Z"";""2026-03-15T23:07:00.000Z"";""2026-03-15T01:35:00.000Z"";""2781"";71213.6794011217;73173.0060792367;70882.4185598605;72789.9172674119;27991268669.37;1456148741634.62;20002546;""2026-03-15T23:59:59.999Z"""
"2026-03-14T00:00:00.000Z;""2026-03-14T23:59:59.999Z"";""2026-03-14T04:51:00.000Z"";""2026-03-14T06:41:00.000Z"";""2781"";70965.3789882462;71291.2049812356;70339.5892291591;71214.6282085293;22283546496.27;1424426412578.43;20002146;""2026-03-14T23:59:59.999Z"""
"2026-03-13T00:00:00.000Z;""2026-03-13T23:59:59.999Z"";""2026-03-13T14:34:00.000Z"";""2026-03-13T00:03:00.000Z"";""2781"";70497.0471723317;73927.3249086237;70410.7245334026;70968.2676726541;61167226504.68;1419433046554.98;20001768;""2026-03-13T23:59:59.999Z"""
"2026-03-12T00:00:00.000Z;""2026-03-12T23:59:59.999Z"";""2026-03-12T11:46:00.000Z"";""2026-03-12T05:28:00.000Z"";""2781"";70209.7652235183;70775.8287693097;69230.1524009183;70493.4585812722;40871848129.31;1410037876886.5;20001375;""2026-03-12T23:59:59.999Z"""
"2026-03-11T00:00:00.000Z;""2026-03-11T23:59:59.999Z"";""2026-03-11T17:32:00.000Z"";""2026-03-11T12:10:00.000Z"";""2781"";69931.2534263024;71337.6637241973;68998.8705075505;70204.8841361708;45236859848.17;1404263969620.76;20000978;""2026-03-11T23:59:59.999Z"""
"2026-03-10T00:00:00.000Z;""2026-03-10T23:59:59.999Z"";""2026-03-10T15:06:00.000Z"";""2026-03-10T00:00:00.000Z"";""2781"";68402.7164375316;71770.8954640323;68402.7164375316;69926.9181569877;54003996095.67;1398663250990.42;20000546;""2026-03-10T23:59:59.999Z"""
"2026-03-09T00:00:00.000Z;""2026-03-09T23:59:59.999Z"";""2026-03-09T19:31:00.000Z"";""2026-03-09T00:26:00.000Z"";""2781"";65969.5834912067;69474.9489251105;65858.0111034878;68402.3866936191;49499875377.98;1368062400271.18;20000118;""2026-03-09T23:59:59.999Z"""
"2026-03-08T00:00:00.000Z;""2026-03-08T23:59:59.999Z"";""2026-03-08T10:27:00.000Z"";""2026-03-08T22:25:00.000Z"";""2781"";67272.5036271782;68177.790277784;65639.1978616078;65969.7808015529;33195080115.6;1319371219253.26;19999690;""2026-03-08T23:59:59.999Z"""
"2026-03-07T00:00:00.000Z;""2026-03-07T23:59:59.999Z"";""2026-03-07T03:15:00.000Z"";""2026-03-07T19:56:00.000Z"";""2781"";68136.6861798303;68515.1634833052;66969.2588715595;67272.5972942951;23258701211.49;1345400829070.91;19999268;""2026-03-07T23:59:59.999Z"""
"2026-03-06T00:00:00.000Z;""2026-03-06T23:59:59.999Z"";""2026-03-06T02:27:00.000Z"";""2026-03-06T17:43:00.000Z"";""2781"";70842.1556978913;71378.566540737;67757.8198700034;68136.492279115;43776962871.05;1362653662990.35;19998825;""2026-03-06T23:59:59.999Z"""
"2026-03-05T00:00:00.000Z;""2026-03-05T23:59:59.999Z"";""2026-03-05T10:56:00.000Z"";""2026-03-05T17:52:00.000Z"";""2781"";72712.6575452554;73555.7919930164;70654.8840732924;70841.1280700745;51172841726.65;1416728207981.29;19998378;""2026-03-05T23:59:59.999Z"""
"2026-03-04T00:00:00.000Z;""2026-03-04T23:59:59.999Z"";""2026-03-04T19:22:00.000Z"";""2026-03-04T03:36:00.000Z"";""2781"";68290.5635829721;74051.8082070944;67437.4059897299;72710.5806779085;75073101273.7;1453248118165.79;19997875;""2026-03-04T23:59:59.999Z"""
"2026-03-03T00:00:00.000Z;""2026-03-03T23:59:59.999Z"";""2026-03-03T01:13:00.000Z"";""2026-03-03T14:50:00.000Z"";""2781"";68785.0748091642;69232.8890975126;66237.6145985412;68293.6491536677;47947999048.51;1365637950209.07;19997462;""2026-03-03T23:59:59.999Z"""
"2026-03-02T00:00:00.000Z;""2026-03-02T23:59:59.999Z"";""2026-03-02T16:48:00.000Z"";""2026-03-02T14:05:00.000Z"";""2781"";65734.0812948385;70044.0003200742;65303.1357932196;68775.8477373562;56698092052.41;1375498098717.08;19997043;""2026-03-02T23:59:59.999Z"""
"2026-03-01T00:00:00.000Z;""2026-03-01T23:59:59.999Z"";""2026-03-01T02:05:00.000Z"";""2026-03-01T22:50:00.000Z"";""2781"";67005.886412364;68162.8200486684;65076.7285555497;65738.0982073395;40733141928.58;1314459510436.08;19996621;""2026-03-01T23:59:59.999Z"""
"2026-02-28T00:00:00.000Z;""2026-02-28T23:59:59.999Z"";""2026-02-28T22:38:00.000Z"";""2026-02-28T06:59:00.000Z"";""2781"";65878.9276730003;67714.5260960398;63062.2173780542;66995.861324432;42041497112.34;1339860961690.55;19996168;""2026-02-28T23:59:59.999Z"""
"2026-02-27T00:00:00.000Z;""2026-02-27T23:59:59.999Z"";""2026-02-27T04:18:00.000Z"";""2026-02-27T22:36:00.000Z"";""2781"";67456.516766626;68220.408048306;64946.0367495046;65881.7951254048;40283655942.19;1317296459891.72;19995718;""2026-02-27T23:59:59.999Z"""
"2026-02-26T00:00:00.000Z;""2026-02-26T23:59:59.999Z"";""2026-02-26T04:42:00.000Z"";""2026-02-26T16:59:00.000Z"";""2781"";67954.8663047191;68843.3545642011;66523.7362096383;67453.7700401601;42988597522.92;1348810726356.08;19995262;""2026-02-26T23:59:59.999Z"""
"2026-02-25T00:00:00.000Z;""2026-02-25T23:59:59.999Z"";""2026-02-25T21:38:00.000Z"";""2026-02-25T00:16:00.000Z"";""2781"";64077.7696849811;69953.5338360935;63942.4858061611;67960.1232418947;53629234354.54;1358746067390.46;19994831;""2026-02-25T23:59:59.999Z"""
"2026-02-24T00:00:00.000Z;""2026-02-24T23:59:59.999Z"";""2026-02-24T00:22:00.000Z"";""2026-02-24T13:34:00.000Z"";""2781"";64616.0174077836;64992.158178515;62553.1875018108;64080.0418035982;40849331086.22;1281192136823.28;19994331;""2026-02-24T23:59:59.999Z"""
"2026-02-23T00:00:00.000Z;""2026-02-23T23:59:59.999Z"";""2026-02-23T00:00:00.000Z"";""2026-02-23T20:18:00.000Z"";""2781"";67668.4285415465;67668.4285415465;63924.438452841;64616.736397469;50953457309.11;1291922313488.45;19993840;""2026-02-23T23:59:59.999Z"""
"2026-02-22T00:00:00.000Z;""2026-02-22T23:59:59.999Z"";""2026-02-22T11:18:00.000Z"";""2026-02-22T17:38:00.000Z"";""2781"";67998.8246422127;68235.2276339957;67185.6011646553;67659.3914303005;17893536012.27;1352919184796.99;19993359;""2026-02-22T23:59:59.999Z"""
"2026-02-21T00:00:00.000Z;""2026-02-21T23:59:59.999Z"";""2026-02-21T15:44:00.000Z"";""2026-02-21T03:43:00.000Z"";""2781"";68000.2464864056;68657.699255411;67533.0679683961;68003.7645025963;18357635642.07;1359490709241.01;19992856;""2026-02-21T23:59:59.999Z"""
"2026-02-20T00:00:00.000Z;""2026-02-20T23:59:59.999Z"";""2026-02-20T10:09:00.000Z"";""2026-02-20T13:42:00.000Z"";""2781"";66958.5754922478;68269.0289815876;66452.4827847238;68005.4206417909;47507867303.75;1359494043876.27;19992487;""2026-02-20T23:59:59.999Z"""
"2026-02-19T00:00:00.000Z;""2026-02-19T23:59:59.999Z"";""2026-02-19T07:39:00.000Z"";""2026-02-19T14:37:00.000Z"";""2781"";66425.6254509916;67277.1222857784;65637.4266190222;66957.5238614016;31492987019.05;1338639992672.7;19992062;""2026-02-19T23:59:59.999Z"""
"2026-02-18T00:00:00.000Z;""2026-02-18T23:59:59.999Z"";""2026-02-18T08:27:00.000Z"";""2026-02-18T19:40:00.000Z"";""2781"";67488.0222568311;68434.4329911207;65845.900904638;66425.3236355285;33094301642.96;1327949751121.02;19991528;""2026-02-18T23:59:59.999Z"""
"2026-02-17T00:00:00.000Z;""2026-02-17T23:59:59.999Z"";""2026-02-17T02:14:00.000Z"";""2026-02-17T15:34:00.000Z"";""2781"";68843.0900034274;69201.8669418505;66615.2836221301;67494.215250601;34866936040.44;1349156427337.43;19991050;""2026-02-17T23:59:59.999Z"""
"2026-02-16T00:00:00.000Z;""2026-02-16T23:59:59.999Z"";""2026-02-16T13:04:00.000Z"";""2026-02-16T15:43:00.000Z"";""2781"";68782.3993301329;70067.2360207877;67301.5846114684;68843.15353358;33618145425.51;1376210750966.39;19990543;""2026-02-16T23:59:59.999Z"""
"2026-02-15T00:00:00.000Z;""2026-02-15T23:59:59.999Z"";""2026-02-15T08:08:00.000Z"";""2026-02-15T19:07:00.000Z"";""2781"";69764.9541602236;70939.2914724419;68052.548928949;68788.1898191779;40191152749.94;1374960987998.15;19990012;""2026-02-15T23:59:59.999Z"""
"2026-02-14T00:00:00.000Z;""2026-02-14T23:59:59.999Z"";""2026-02-14T12:01:00.000Z"";""2026-02-14T06:12:00.000Z"";""2781"";68856.9855452503;70481.16134974;68706.6140504434;69767.6234259232;36012397644.78;1394559086335.7;19989393;""2026-02-14T23:59:59.999Z"""
"2026-02-13T00:00:00.000Z;""2026-02-13T23:59:59.999Z"";""2026-02-13T16:34:00.000Z"";""2026-02-13T00:52:00.000Z"";""2781"";66213.3786265937;69382.8346322514;65835.780179716;68857.8425138653;40820775886.43;1376373401512.88;19988871;""2026-02-13T23:59:59.999Z"""
"2026-02-12T00:00:00.000Z;""2026-02-12T23:59:59.999Z"";""2026-02-12T14:01:00.000Z"";""2026-02-12T18:33:00.000Z"";""2781"";66992.191832495;68339.4923005348;65092.1080095947;66221.8448418533;44651071271.06;1323498239285.62;19988381;""2026-02-12T23:59:59.999Z"""
"2026-02-11T00:00:00.000Z;""2026-02-11T23:59:59.999Z"";""2026-02-11T01:03:00.000Z"";""2026-02-11T15:15:00.000Z"";""2781"";68791.8622310705;69242.6802163721;65757.3010551636;66991.9709067286;49671946030.32;1339030082495.72;19987853;""2026-02-11T23:59:59.999Z"""
"2026-02-10T00:00:00.000Z;""2026-02-10T23:59:59.999Z"";""2026-02-10T01:40:00.000Z"";""2026-02-10T14:48:00.000Z"";""2781"";70137.3882947366;70464.2690982709;67913.0900585828;68793.9599044157;40593063076.57;1374968059442.13;19987365;""2026-02-10T23:59:59.999Z"""
"2026-02-09T00:00:00.000Z;""2026-02-09T23:59:59.999Z"";""2026-02-09T03:57:00.000Z"";""2026-02-09T14:14:00.000Z"";""2781"";70243.3307083525;71369.9722189747;68291.0277801317;70120.7809893855;52081598791.71;1401829597344.57;19986909;""2026-02-09T23:59:59.999Z"""
"2026-02-08T00:00:00.000Z;""2026-02-08T23:59:59.999Z"";""2026-02-08T23:08:00.000Z"";""2026-02-08T00:44:00.000Z"";""2781"";69283.7290407477;72206.9088849732;68852.9022880127;70264.7247194654;39721722619.01;1403911304869.42;19986400;""2026-02-08T23:59:59.999Z"""
"2026-02-07T00:00:00.000Z;""2026-02-07T23:59:59.999Z"";""2026-02-07T04:24:00.000Z"";""2026-02-07T07:19:00.000Z"";""2781"";70553.7953203657;71611.1519075602;67364.4429128434;69281.9723446619;62347107662.58;1384695255304.97;19985865;""2026-02-07T23:59:59.999Z"""
"2026-02-06T00:00:00.000Z;""2026-02-06T23:59:59.999Z"";""2026-02-06T23:07:00.000Z"";""2026-02-06T00:20:00.000Z"";""2781"";62704.4515290847;71681.3078041433;60074.2030063429;70555.387263718;114674259489.47;1410041587767.92;19985340;""2026-02-06T23:59:59.999Z"""
"2026-02-05T00:00:00.000Z;""2026-02-05T23:59:59.999Z"";""2026-02-05T01:13:00.000Z"";""2026-02-05T20:56:00.000Z"";""2781"";73016.3728652496;73161.5548405606;62353.5353007511;62702.0977124692;125509410907.56;1253142757703.67;19984909;""2026-02-05T23:59:59.999Z"""
"2026-02-04T00:00:00.000Z;""2026-02-04T23:59:59.999Z"";""2026-02-04T03:42:00.000Z"";""2026-02-04T22:08:00.000Z"";""2781"";75640.0936248981;76864.6559497153;71779.9309766263;73019.6998019014;67215363944.09;1459728269502.68;19984512;""2026-02-04T23:59:59.999Z"""
"2026-02-03T00:00:00.000Z;""2026-02-03T23:59:59.999Z"";""2026-02-03T01:03:00.000Z"";""2026-02-03T19:03:00.000Z"";""2781"";78693.5093559109;79118.8480414987;72897.144447108;75633.549919753;68249110822.41;1511489970714.14;19982656;""2026-02-03T23:59:59.999Z"""
"2026-02-02T00:00:00.000Z;""2026-02-02T23:59:59.999Z"";""2026-02-02T15:41:00.000Z"";""2026-02-02T03:41:00.000Z"";""2781"";76968.872934252;79258.6084813787;74551.333199058;78688.7643380335;75140589683.9;1572505326891.95;19982656;""2026-02-02T23:59:59.999Z"""
"2026-02-01T00:00:00.000Z;""2026-02-01T23:59:59.999Z"";""2026-02-01T00:17:00.000Z"";""2026-02-01T23:10:00.000Z"";""2781"";78626.1269261602;79322.6125088066;75698.9012063642;76974.4429081583;53372509743.57;1538042510552.87;19982656;""2026-02-01T23:59:59.999Z"""
"2026-01-31T00:00:00.000Z;""2026-01-31T23:59:59.999Z"";""2026-01-31T00:42:00.000Z"";""2026-01-31T18:45:00.000Z"";""2781"";84126.4981544286;84136.9211808569;75815.8828432276;78621.1140275542;70479259159.27;1571158846977.8;19982656;""2026-01-31T23:59:59.999Z"""
"2026-01-30T00:00:00.000Z;""2026-01-30T23:59:59.999Z"";""2026-01-30T00:03:00.000Z"";""2026-01-30T02:32:00.000Z"";""2781"";84562.7280858359;84602.1634830313;81071.4728492098;84128.6587617199;72083816087.41;1681055646208.42;19982475;""2026-01-30T23:59:59.999Z"""
"2026-01-29T00:00:00.000Z;""2026-01-29T23:59:59.999Z"";""2026-01-29T00:01:00.000Z"";""2026-01-29T19:01:00.000Z"";""2781"";89169.8480217996;89200.784300334;83250.5982561558;84561.5848591429;64653083162.25;1689739535880.34;19982084;""2026-01-29T23:59:59.999Z"""
"2026-01-28T00:00:00.000Z;""2026-01-28T23:59:59.999Z"";""2026-01-28T17:55:00.000Z"";""2026-01-28T04:27:00.000Z"";""2781"";89104.0436738318;90439.288582632;88721.4612018488;89184.5704436379;39807419295.74;1781761763762.97;19981662;""2026-01-28T23:59:59.999Z"""
